Draw_Date,Number_1,Number_2,Number_3,Number_4,Number_5,Mega_Ball,Multiplier,Original_Combination
02/20/2018,17,19,23,24,43,14,3.0,17 19 23 24 43 MB:14
02/16/2018,14,38,48,53,58,16,3.0,14 38 48 53 58 MB:16
02/13/2018,5,12,15,46,49,1,4.0,05 12 15 46 49 MB:1
02/09/2018,28,34,41,46,47,14,3.0,28 34 41 46 47 MB:14
02/06/2018,14,17,25,48,58,25,3.0,14 17 25 48 58 MB:25
02/02/2018,1,4,14,17,40,4,3.0,01 04 14 17 40 MB:4
01/30/2018,29,41,42,49,57,24,3.0,29 41 42 49 57 MB:24
01/26/2018,10,16,27,38,43,1,4.0,10 16 27 38 43 MB:1
01/23/2018,2,6,30,31,55,7,4.0,02 06 30 31 55 MB:7
01/19/2018,3,17,23,49,66,23,3.0,03 17 23 49 66 MB:23
01/16/2018,3,11,23,29,59,18,3.0,03 11 23 29 59 MB:18
01/12/2018,17,18,33,46,60,24,4.0,17 18 33 46 60 MB:24
01/09/2018,16,29,31,65,67,23,3.0,16 29 31 65 67 MB:23
01/05/2018,28,30,39,59,70,10,3.0,28 30 39 59 70 MB:10
01/02/2018,1,42,47,64,70,22,4.0,01 42 47 64 70 MB:22
12/29/2017,4,10,18,28,62,7,2.0,04 10 18 28 62 MB:7
12/26/2017,10,12,20,38,41,25,4.0,10 12 20 38 41 MB:25
12/22/2017,1,20,30,33,42,16,4.0,01 20 30 33 42 MB:16
12/19/2017,28,37,39,42,58,2,3.0,28 37 39 42 58 MB:2
12/15/2017,4,12,36,44,57,19,4.0,04 12 36 44 57 MB:19
12/12/2017,8,23,24,25,27,9,2.0,08 23 24 25 27 MB:9
12/08/2017,6,37,46,60,70,24,2.0,06 37 46 60 70 MB:24
12/05/2017,14,15,37,42,67,22,4.0,14 15 37 42 67 MB:22
12/01/2017,16,22,40,41,59,8,4.0,16 22 40 41 59 MB:8
11/28/2017,10,17,47,51,61,5,2.0,10 17 47 51 61 MB:5
11/24/2017,16,36,54,61,64,22,3.0,16 36 54 61 64 MB:22
11/21/2017,3,7,22,27,50,3,3.0,03 07 22 27 50 MB:3
11/17/2017,3,26,55,58,70,15,4.0,03 26 55 58 70 MB:15
11/14/2017,1,14,21,22,28,19,3.0,01 14 21 22 28 MB:19
11/10/2017,6,23,38,42,58,24,2.0,06 23 38 42 58 MB:24
11/07/2017,1,54,60,68,69,11,4.0,01 54 60 68 69 MB:11
11/03/2017,10,22,42,61,69,3,2.0,10 22 42 61 69 MB:3
10/31/2017,6,28,31,52,53,12,4.0,06 28 31 52 53 MB:12
10/27/2017,17,27,41,51,52,13,5.0,17 27 41 51 52 MB:13
10/24/2017,20,24,34,56,64,6,4.0,20 24 34 56 64 MB:6
10/20/2017,6,23,63,66,73,9,2.0,06 23 63 66 73 MB:9
10/17/2017,31,45,49,56,70,11,5.0,31 45 49 56 70 MB:11
10/13/2017,2,7,18,26,31,12,2.0,02 07 18 26 31 MB:12
10/10/2017,7,16,24,61,62,2,5.0,07 16 24 61 62 MB:2
10/06/2017,21,33,36,45,56,12,5.0,21 33 36 45 56 MB:12
10/03/2017,12,18,19,25,67,7,5.0,12 18 19 25 67 MB:7
09/29/2017,25,51,62,73,74,7,5.0,25 51 62 73 74 MB:7
09/26/2017,1,10,57,66,75,4,4.0,01 10 57 66 75 MB:4
09/22/2017,5,39,54,63,66,15,5.0,05 39 54 63 66 MB:15
09/19/2017,9,28,31,50,61,10,2.0,09 28 31 50 61 MB:10
09/15/2017,18,24,34,38,58,3,4.0,18 24 34 38 58 MB:3
09/12/2017,26,37,41,54,65,3,4.0,26 37 41 54 65 MB:3
09/08/2017,4,5,14,26,73,14,3.0,04 05 14 26 73 MB:14
09/05/2017,11,17,59,70,72,1,3.0,11 17 59 70 72 MB:1
09/01/2017,4,13,31,50,64,12,5.0,04 13 31 50 64 MB:12
08/29/2017,2,13,17,35,73,3,3.0,02 13 17 35 73 MB:3
08/25/2017,17,38,42,51,65,11,5.0,17 38 42 51 65 MB:11
08/22/2017,24,35,46,50,51,7,4.0,24 35 46 50 51 MB:7
08/18/2017,1,31,34,40,75,6,3.0,01 31 34 40 75 MB:6
08/15/2017,7,16,20,66,73,7,2.0,07 16 20 66 73 MB:7
08/11/2017,23,33,53,56,58,6,5.0,23 33 53 56 58 MB:6
08/08/2017,11,17,50,52,74,14,2.0,11 17 50 52 74 MB:14
08/04/2017,9,17,25,63,71,4,5.0,09 17 25 63 71 MB:4
08/01/2017,20,22,52,57,73,7,5.0,20 22 52 57 73 MB:7
07/28/2017,4,6,31,49,52,11,3.0,04 06 31 49 52 MB:11
07/25/2017,2,5,26,58,60,6,3.0,02 05 26 58 60 MB:6
07/21/2017,18,31,36,50,74,10,4.0,18 31 36 50 74 MB:10
07/18/2017,8,12,23,51,73,6,4.0,08 12 23 51 73 MB:6
07/14/2017,11,12,24,32,73,1,4.0,11 12 24 32 73 MB:1
07/11/2017,7,18,24,55,74,10,2.0,07 18 24 55 74 MB:10
07/07/2017,2,9,11,28,60,10,5.0,02 09 11 28 60 MB:10
07/04/2017,16,39,47,53,71,15,4.0,16 39 47 53 71 MB:15
06/30/2017,10,38,51,55,64,6,5.0,10 38 51 55 64 MB:6
06/27/2017,4,21,45,52,57,14,4.0,04 21 45 52 57 MB:14
06/23/2017,12,20,53,66,74,11,2.0,12 20 53 66 74 MB:11
06/20/2017,2,15,41,49,63,3,3.0,02 15 41 49 63 MB:3
06/16/2017,18,22,26,30,44,9,5.0,18 22 26 30 44 MB:9
06/13/2017,27,51,62,68,75,8,3.0,27 51 62 68 75 MB:8
06/09/2017,3,16,28,33,37,9,5.0,03 16 28 33 37 MB:9
06/06/2017,3,5,16,49,75,5,3.0,03 05 16 49 75 MB:5
06/02/2017,7,42,57,69,72,10,3.0,07 42 57 69 72 MB:10
05/30/2017,5,20,32,37,67,5,5.0,05 20 32 37 67 MB:5
05/26/2017,25,26,28,37,56,5,3.0,25 26 28 37 56 MB:5
05/23/2017,6,13,17,33,60,14,2.0,06 13 17 33 60 MB:14
05/19/2017,1,4,5,24,30,1,3.0,01 04 05 24 30 MB:1
05/16/2017,4,35,39,56,72,11,5.0,04 35 39 56 72 MB:11
05/12/2017,28,34,41,42,47,13,4.0,28 34 41 42 47 MB:13
05/09/2017,6,29,45,69,73,11,5.0,06 29 45 69 73 MB:11
05/05/2017,4,23,33,47,53,7,4.0,04 23 33 47 53 MB:7
05/02/2017,5,14,42,43,58,1,4.0,05 14 42 43 58 MB:1
04/28/2017,6,13,18,20,31,13,4.0,06 13 18 20 31 MB:13
04/25/2017,3,13,33,40,50,2,4.0,03 13 33 40 50 MB:2
04/21/2017,1,12,13,32,34,10,2.0,01 12 13 32 34 MB:10
04/18/2017,8,29,30,43,64,6,3.0,08 29 30 43 64 MB:6
04/14/2017,5,10,55,60,73,12,5.0,05 10 55 60 73 MB:12
04/11/2017,19,34,35,38,49,8,5.0,19 34 35 38 49 MB:8
04/07/2017,30,33,43,47,69,15,5.0,30 33 43 47 69 MB:15
04/04/2017,13,24,34,35,55,9,5.0,13 24 34 35 55 MB:9
03/31/2017,17,24,27,32,58,10,3.0,17 24 27 32 58 MB:10
03/28/2017,30,33,35,37,46,10,5.0,30 33 35 37 46 MB:10
03/24/2017,5,28,37,61,69,1,5.0,05 28 37 61 69 MB:1
03/21/2017,4,45,53,73,75,7,3.0,04 45 53 73 75 MB:7
03/17/2017,11,27,31,58,60,10,4.0,11 27 31 58 60 MB:10
03/14/2017,16,23,28,33,59,13,3.0,16 23 28 33 59 MB:13
03/10/2017,26,38,42,58,70,5,5.0,26 38 42 58 70 MB:5
03/07/2017,3,30,45,53,68,11,3.0,03 30 45 53 68 MB:11
03/03/2017,14,26,39,48,51,9,5.0,14 26 39 48 51 MB:9
02/28/2017,20,33,45,58,69,4,2.0,20 33 45 58 69 MB:4
02/24/2017,12,29,33,42,68,14,3.0,12 29 33 42 68 MB:14
02/21/2017,9,21,30,32,75,9,5.0,09 21 30 32 75 MB:9
02/17/2017,4,56,58,67,75,8,5.0,04 56 58 67 75 MB:8
02/14/2017,7,11,33,60,68,15,5.0,07 11 33 60 68 MB:15
02/10/2017,32,39,51,62,75,14,5.0,32 39 51 62 75 MB:14
02/07/2017,23,28,37,56,71,12,5.0,23 28 37 56 71 MB:12
02/03/2017,3,6,29,30,64,3,5.0,03 06 29 30 64 MB:3
01/31/2017,3,14,27,62,72,4,3.0,03 14 27 62 72 MB:4
01/27/2017,17,37,53,54,61,8,3.0,17 37 53 54 61 MB:8
01/24/2017,8,42,54,63,67,11,4.0,08 42 54 63 67 MB:11
01/20/2017,7,9,24,41,53,14,3.0,07 09 24 41 53 MB:14
01/17/2017,20,31,54,56,59,3,5.0,20 31 54 56 59 MB:3
01/13/2017,10,44,58,74,75,11,3.0,10 44 58 74 75 MB:11
01/10/2017,11,20,40,41,59,15,5.0,11 20 40 41 59 MB:15
01/06/2017,6,10,44,47,54,6,5.0,06 10 44 47 54 MB:6
01/03/2017,14,16,23,49,53,12,2.0,14 16 23 49 53 MB:12
12/30/2016,6,21,33,39,43,2,2.0,06 21 33 39 43 MB:2
12/27/2016,2,28,30,38,39,11,4.0,02 28 30 38 39 MB:11
12/23/2016,21,30,39,60,69,15,5.0,21 30 39 60 69 MB:15
12/20/2016,1,12,14,48,65,2,5.0,01 12 14 48 65 MB:2
12/16/2016,1,8,15,36,43,6,5.0,01 08 15 36 43 MB:6
12/13/2016,2,15,26,34,41,14,5.0,02 15 26 34 41 MB:14
12/09/2016,19,27,47,67,68,1,5.0,19 27 47 67 68 MB:1
12/06/2016,13,34,48,53,63,12,4.0,13 34 48 53 63 MB:12
12/02/2016,3,33,35,49,51,1,2.0,03 33 35 49 51 MB:1
11/29/2016,22,33,49,51,59,8,4.0,22 33 49 51 59 MB:8
11/25/2016,44,47,49,69,75,10,3.0,44 47 49 69 75 MB:10
11/22/2016,1,43,45,66,69,7,5.0,01 43 45 66 69 MB:7
11/18/2016,31,32,49,55,58,15,5.0,31 32 49 55 58 MB:15
11/15/2016,9,17,23,57,71,6,3.0,09 17 23 57 71 MB:6
11/11/2016,16,40,47,53,59,11,5.0,16 40 47 53 59 MB:11
11/08/2016,46,48,53,61,74,12,4.0,46 48 53 61 74 MB:12
11/04/2016,10,29,32,44,46,10,3.0,10 29 32 44 46 MB:10
11/01/2016,19,24,31,39,45,13,2.0,19 24 31 39 45 MB:13
10/28/2016,7,38,46,57,66,2,5.0,07 38 46 57 66 MB:2
10/25/2016,8,9,24,49,67,13,3.0,08 09 24 49 67 MB:13
10/21/2016,12,43,44,48,66,3,4.0,12 43 44 48 66 MB:3
10/18/2016,7,24,28,65,74,1,2.0,07 24 28 65 74 MB:1
10/14/2016,7,27,60,64,74,5,3.0,07 27 60 64 74 MB:5
10/11/2016,36,39,42,45,48,3,2.0,36 39 42 45 48 MB:3
10/07/2016,24,37,42,50,65,14,2.0,24 37 42 50 65 MB:14
10/04/2016,18,29,30,54,66,1,5.0,18 29 30 54 66 MB:1
09/30/2016,21,30,47,50,57,9,5.0,21 30 47 50 57 MB:9
09/27/2016,14,16,26,53,72,4,4.0,14 16 26 53 72 MB:4
09/23/2016,1,5,8,25,62,14,3.0,01 05 08 25 62 MB:14
09/20/2016,2,22,34,62,72,2,5.0,02 22 34 62 72 MB:2
09/16/2016,13,21,28,34,40,15,3.0,13 21 28 34 40 MB:15
09/13/2016,6,15,17,39,56,15,3.0,06 15 17 39 56 MB:15
09/09/2016,1,34,43,44,63,11,4.0,01 34 43 44 63 MB:11
09/06/2016,25,37,58,69,75,8,3.0,25 37 58 69 75 MB:8
09/02/2016,22,28,41,46,60,3,3.0,22 28 41 46 60 MB:3
08/30/2016,28,32,41,51,71,11,4.0,28 32 41 51 71 MB:11
08/26/2016,10,11,31,41,44,14,2.0,10 11 31 41 44 MB:14
08/23/2016,2,7,46,61,66,1,2.0,02 07 46 61 66 MB:1
08/19/2016,22,37,45,65,73,13,5.0,22 37 45 65 73 MB:13
08/16/2016,2,43,52,62,63,6,5.0,02 43 52 62 63 MB:6
08/12/2016,4,41,44,56,69,10,4.0,04 41 44 56 69 MB:10
08/09/2016,12,19,20,44,66,1,5.0,12 19 20 44 66 MB:1
08/05/2016,5,18,28,54,74,6,4.0,05 18 28 54 74 MB:6
08/02/2016,3,12,36,54,70,12,5.0,03 12 36 54 70 MB:12
07/29/2016,11,16,19,31,48,4,5.0,11 16 19 31 48 MB:4
07/26/2016,1,4,31,36,54,9,3.0,01 04 31 36 54 MB:9
07/22/2016,8,24,25,26,30,7,4.0,08 24 25 26 30 MB:7
07/19/2016,3,34,54,65,66,4,5.0,03 34 54 65 66 MB:4
07/15/2016,16,51,52,56,58,4,2.0,16 51 52 56 58 MB:4
07/12/2016,6,8,22,46,68,4,4.0,06 08 22 46 68 MB:4
07/08/2016,8,19,20,55,73,5,2.0,08 19 20 55 73 MB:5
07/05/2016,29,46,53,64,73,10,5.0,29 46 53 64 73 MB:10
07/01/2016,20,41,42,45,49,14,2.0,20 41 42 45 49 MB:14
06/28/2016,15,17,20,35,55,7,2.0,15 17 20 35 55 MB:7
06/24/2016,11,14,54,57,63,11,5.0,11 14 54 57 63 MB:11
06/21/2016,6,13,21,49,50,10,5.0,06 13 21 49 50 MB:10
06/17/2016,20,23,30,44,59,9,5.0,20 23 30 44 59 MB:9
06/14/2016,36,37,38,52,62,6,5.0,36 37 38 52 62 MB:6
06/10/2016,34,61,66,67,68,7,5.0,34 61 66 67 68 MB:7
06/07/2016,25,48,51,65,72,4,4.0,25 48 51 65 72 MB:4
06/03/2016,32,54,65,66,71,10,3.0,32 54 65 66 71 MB:10
05/31/2016,9,31,34,41,49,8,5.0,09 31 34 41 49 MB:8
05/27/2016,18,41,50,68,70,9,3.0,18 41 50 68 70 MB:9
05/24/2016,11,50,51,70,75,15,4.0,11 50 51 70 75 MB:15
05/20/2016,19,24,26,40,68,8,2.0,19 24 26 40 68 MB:8
05/17/2016,17,24,27,48,75,6,3.0,17 24 27 48 75 MB:6
05/13/2016,20,21,38,54,66,7,4.0,20 21 38 54 66 MB:7
05/10/2016,12,22,46,56,74,4,3.0,12 22 46 56 74 MB:4
05/06/2016,14,26,27,32,36,7,4.0,14 26 27 32 36 MB:7
05/03/2016,28,29,33,36,45,15,5.0,28 29 33 36 45 MB:15
04/29/2016,5,6,37,55,74,10,5.0,05 06 37 55 74 MB:10
04/26/2016,14,16,17,28,48,2,2.0,14 16 17 28 48 MB:2
04/22/2016,2,19,21,42,60,13,5.0,02 19 21 42 60 MB:13
04/19/2016,9,28,40,57,65,2,5.0,09 28 40 57 65 MB:2
04/15/2016,9,10,34,37,73,9,5.0,09 10 34 37 73 MB:9
04/12/2016,7,11,59,62,63,3,5.0,07 11 59 62 63 MB:3
04/08/2016,31,38,52,65,71,15,3.0,31 38 52 65 71 MB:15
04/05/2016,13,45,52,53,57,10,5.0,13 45 52 53 57 MB:10
04/01/2016,25,28,33,41,69,6,2.0,25 28 33 41 69 MB:6
03/29/2016,33,38,40,46,49,15,5.0,33 38 40 46 49 MB:15
03/25/2016,4,11,12,35,46,12,2.0,04 11 12 35 46 MB:12
03/22/2016,6,19,34,38,70,5,5.0,06 19 34 38 70 MB:5
03/18/2016,5,8,57,59,73,13,5.0,05 08 57 59 73 MB:13
03/15/2016,18,26,30,44,68,7,4.0,18 26 30 44 68 MB:7
03/11/2016,14,18,48,54,71,13,4.0,14 18 48 54 71 MB:13
03/08/2016,27,37,54,66,69,5,5.0,27 37 54 66 69 MB:5
03/04/2016,21,26,33,48,73,14,4.0,21 26 33 48 73 MB:14
03/01/2016,1,29,33,34,55,6,5.0,01 29 33 34 55 MB:6
02/26/2016,3,15,19,62,74,14,4.0,03 15 19 62 74 MB:14
02/23/2016,16,32,39,53,57,10,5.0,16 32 39 53 57 MB:10
02/19/2016,2,27,41,50,75,4,4.0,02 27 41 50 75 MB:4
02/16/2016,9,31,33,46,64,4,3.0,09 31 33 46 64 MB:4
02/12/2016,1,7,44,68,73,1,3.0,01 07 44 68 73 MB:1
02/09/2016,3,42,46,56,71,13,4.0,03 42 46 56 71 MB:13
02/05/2016,4,6,23,55,75,2,3.0,04 06 23 55 75 MB:2
02/02/2016,7,13,25,51,70,9,4.0,07 13 25 51 70 MB:9
01/29/2016,20,28,49,51,52,6,2.0,20 28 49 51 52 MB:6
01/26/2016,14,27,39,50,69,2,2.0,14 27 39 50 69 MB:2
01/22/2016,21,25,40,46,56,3,5.0,21 25 40 46 56 MB:3
01/19/2016,2,17,31,39,47,9,2.0,02 17 31 39 47 MB:9
01/15/2016,29,41,53,54,70,12,2.0,29 41 53 54 70 MB:12
01/12/2016,15,27,29,31,48,15,4.0,15 27 29 31 48 MB:15
01/08/2016,11,39,51,57,75,2,5.0,11 39 51 57 75 MB:2
01/05/2016,1,4,36,48,57,13,5.0,01 04 36 48 57 MB:13
01/01/2016,7,18,37,38,39,9,5.0,07 18 37 38 39 MB:9
12/29/2015,20,25,55,62,74,7,3.0,20 25 55 62 74 MB:7
12/25/2015,15,25,29,44,51,4,4.0,15 25 29 44 51 MB:4
12/22/2015,11,21,40,50,70,15,3.0,11 21 40 50 70 MB:15
12/18/2015,6,23,24,28,62,7,5.0,06 23 24 28 62 MB:7
12/15/2015,18,25,47,51,61,5,5.0,18 25 47 51 61 MB:5
12/11/2015,14,20,43,54,69,5,4.0,14 20 43 54 69 MB:5
12/08/2015,7,17,37,49,73,15,3.0,07 17 37 49 73 MB:15
12/04/2015,26,42,47,61,73,6,5.0,26 42 47 61 73 MB:6
12/01/2015,5,7,25,50,59,12,2.0,05 07 25 50 59 MB:12
11/27/2015,16,20,39,56,59,12,3.0,16 20 39 56 59 MB:12
11/24/2015,2,19,30,38,70,8,4.0,02 19 30 38 70 MB:8
11/20/2015,9,12,29,37,67,15,2.0,09 12 29 37 67 MB:15
11/17/2015,12,14,18,24,61,10,3.0,12 14 18 24 61 MB:10
11/13/2015,17,18,31,35,59,9,5.0,17 18 31 35 59 MB:9
11/10/2015,8,17,20,45,71,4,4.0,08 17 20 45 71 MB:4
11/06/2015,10,31,35,50,72,8,3.0,10 31 35 50 72 MB:8
11/03/2015,16,29,44,69,74,12,5.0,16 29 44 69 74 MB:12
10/30/2015,17,41,51,53,56,15,5.0,17 41 51 53 56 MB:15
10/27/2015,9,26,27,29,74,4,3.0,09 26 27 29 74 MB:4
10/23/2015,25,32,37,45,70,1,5.0,25 32 37 45 70 MB:1
10/20/2015,6,25,35,38,52,4,4.0,06 25 35 38 52 MB:4
10/16/2015,2,38,48,61,68,4,3.0,02 38 48 61 68 MB:4
10/13/2015,7,9,24,38,52,1,5.0,07 09 24 38 52 MB:1
10/09/2015,8,9,21,63,75,14,4.0,08 09 21 63 75 MB:14
10/06/2015,17,58,63,64,66,13,3.0,17 58 63 64 66 MB:13
10/02/2015,4,14,29,31,47,9,2.0,04 14 29 31 47 MB:9
09/29/2015,8,21,30,61,62,9,3.0,08 21 30 61 62 MB:9
09/25/2015,3,8,38,51,64,4,5.0,03 08 38 51 64 MB:4
09/22/2015,28,30,38,45,51,8,5.0,28 30 38 45 51 MB:8
09/18/2015,17,34,35,51,65,7,3.0,17 34 35 51 65 MB:7
09/15/2015,7,20,35,49,56,9,4.0,07 20 35 49 56 MB:9
09/11/2015,5,11,31,50,67,14,2.0,05 11 31 50 67 MB:14
09/08/2015,19,20,36,41,46,7,3.0,19 20 36 41 46 MB:7
09/04/2015,17,21,39,52,57,5,5.0,17 21 39 52 57 MB:5
09/01/2015,2,5,35,40,54,13,5.0,02 05 35 40 54 MB:13
08/28/2015,13,35,40,60,68,9,4.0,13 35 40 60 68 MB:9
08/25/2015,5,44,54,59,63,1,5.0,05 44 54 59 63 MB:1
08/21/2015,13,15,21,41,72,1,5.0,13 15 21 41 72 MB:1
08/18/2015,2,7,33,39,53,9,3.0,02 07 33 39 53 MB:9
08/14/2015,12,15,20,52,71,3,4.0,12 15 20 52 71 MB:3
08/11/2015,3,8,29,57,68,8,4.0,03 08 29 57 68 MB:8
08/07/2015,1,38,53,63,66,10,3.0,01 38 53 63 66 MB:10
08/04/2015,2,19,44,51,57,14,2.0,02 19 44 51 57 MB:14
07/31/2015,28,32,33,40,46,10,4.0,28 32 33 40 46 MB:10
07/28/2015,8,35,61,68,75,15,5.0,08 35 61 68 75 MB:15
07/24/2015,10,12,26,60,62,13,5.0,10 12 26 60 62 MB:13
07/21/2015,20,30,62,65,74,1,5.0,20 30 62 65 74 MB:1
07/17/2015,6,17,30,31,41,15,3.0,06 17 30 31 41 MB:15
07/14/2015,19,24,30,35,72,5,3.0,19 24 30 35 72 MB:5
07/10/2015,24,27,45,51,54,8,3.0,24 27 45 51 54 MB:8
07/07/2015,6,15,16,28,49,14,3.0,06 15 16 28 49 MB:14
07/03/2015,33,50,64,71,72,9,4.0,33 50 64 71 72 MB:9
06/30/2015,11,17,34,43,50,15,4.0,11 17 34 43 50 MB:15
06/26/2015,12,23,33,47,50,3,5.0,12 23 33 47 50 MB:3
06/23/2015,6,13,38,56,70,2,5.0,06 13 38 56 70 MB:2
06/19/2015,4,35,36,52,68,8,3.0,04 35 36 52 68 MB:8
06/16/2015,8,19,26,56,67,14,2.0,08 19 26 56 67 MB:14
06/12/2015,1,40,42,56,62,2,5.0,01 40 42 56 62 MB:2
06/09/2015,6,16,17,25,36,7,5.0,06 16 17 25 36 MB:7
06/05/2015,7,22,27,41,49,10,4.0,07 22 27 41 49 MB:10
06/02/2015,2,9,11,22,23,12,4.0,02 09 11 22 23 MB:12
05/29/2015,20,27,38,49,66,2,4.0,20 27 38 49 66 MB:2
05/26/2015,1,39,52,69,72,12,4.0,01 39 52 69 72 MB:12
05/22/2015,3,14,15,25,48,8,5.0,03 14 15 25 48 MB:8
05/19/2015,10,12,21,29,65,10,5.0,10 12 21 29 65 MB:10
05/15/2015,11,17,21,36,74,15,5.0,11 17 21 36 74 MB:15
05/12/2015,14,30,33,36,44,2,5.0,14 30 33 36 44 MB:2
05/08/2015,9,21,25,66,72,7,3.0,09 21 25 66 72 MB:7
05/05/2015,11,21,42,62,71,7,5.0,11 21 42 62 71 MB:7
05/01/2015,17,18,61,66,74,3,3.0,17 18 61 66 74 MB:3
04/28/2015,22,27,55,58,63,11,5.0,22 27 55 58 63 MB:11
04/24/2015,24,25,29,47,67,4,4.0,24 25 29 47 67 MB:4
04/21/2015,31,33,35,41,69,11,5.0,31 33 35 41 69 MB:11
04/17/2015,15,18,29,41,50,5,2.0,15 18 29 41 50 MB:5
04/14/2015,3,7,25,68,71,3,5.0,03 07 25 68 71 MB:3
04/10/2015,6,11,32,46,68,9,2.0,06 11 32 46 68 MB:9
04/07/2015,5,15,22,26,64,6,4.0,05 15 22 26 64 MB:6
04/03/2015,10,36,47,63,74,2,5.0,10 36 47 63 74 MB:2
03/31/2015,8,26,41,61,73,11,5.0,08 26 41 61 73 MB:11
03/27/2015,17,21,36,58,70,3,5.0,17 21 36 58 70 MB:3
03/24/2015,2,23,32,45,55,12,2.0,02 23 32 45 55 MB:12
03/20/2015,7,50,54,61,75,7,4.0,07 50 54 61 75 MB:7
03/17/2015,11,27,44,45,58,3,5.0,11 27 44 45 58 MB:3
03/13/2015,8,22,30,42,45,3,5.0,08 22 30 42 45 MB:3
03/10/2015,10,14,19,30,73,14,5.0,10 14 19 30 73 MB:14
03/06/2015,30,48,55,68,73,5,3.0,30 48 55 68 73 MB:5
03/03/2015,9,11,42,44,50,3,4.0,09 11 42 44 50 MB:3
02/27/2015,7,49,53,60,64,4,2.0,07 49 53 60 64 MB:4
02/24/2015,15,23,26,45,66,4,3.0,15 23 26 45 66 MB:4
02/20/2015,2,6,8,52,66,13,3.0,02 06 08 52 66 MB:13
02/17/2015,6,45,50,65,66,1,5.0,06 45 50 65 66 MB:1
02/13/2015,4,20,44,65,74,14,3.0,04 20 44 65 74 MB:14
02/10/2015,7,42,53,58,71,15,2.0,07 42 53 58 71 MB:15
02/06/2015,5,6,17,33,68,13,3.0,05 06 17 33 68 MB:13
02/03/2015,11,22,25,58,69,13,5.0,11 22 25 58 69 MB:13
01/30/2015,18,31,39,45,55,6,5.0,18 31 39 45 55 MB:6
01/27/2015,5,26,27,44,57,7,3.0,05 26 27 44 57 MB:7
01/23/2015,14,15,32,68,72,8,2.0,14 15 32 68 72 MB:8
01/20/2015,31,35,56,59,63,6,5.0,31 35 56 59 63 MB:6
01/16/2015,26,32,44,45,58,11,3.0,26 32 44 45 58 MB:11
01/13/2015,12,20,25,50,51,7,5.0,12 20 25 50 51 MB:7
01/09/2015,37,49,50,56,57,8,5.0,37 49 50 56 57 MB:8
01/06/2015,12,20,27,38,75,4,3.0,12 20 27 38 75 MB:4
01/02/2015,13,15,35,62,74,12,4.0,13 15 35 62 74 MB:12
12/30/2014,3,7,44,63,67,12,4.0,03 07 44 63 67 MB:12
12/26/2014,2,5,10,20,38,14,3.0,02 05 10 20 38 MB:14
12/23/2014,4,10,31,56,66,7,3.0,04 10 31 56 66 MB:7
12/19/2014,14,18,58,59,68,4,3.0,14 18 58 59 68 MB:4
12/16/2014,41,58,68,72,73,1,5.0,41 58 68 72 73 MB:1
12/12/2014,2,31,46,58,65,7,5.0,02 31 46 58 65 MB:7
12/09/2014,27,45,49,51,52,14,5.0,27 45 49 51 52 MB:14
12/05/2014,4,5,11,51,59,5,5.0,04 05 11 51 59 MB:5
12/02/2014,13,18,22,49,62,11,5.0,13 18 22 49 62 MB:11
11/28/2014,8,26,29,36,47,10,3.0,08 26 29 36 47 MB:10
11/25/2014,10,11,29,47,56,4,2.0,10 11 29 47 56 MB:4
11/21/2014,3,12,35,37,63,15,2.0,03 12 35 37 63 MB:15
11/18/2014,37,39,53,68,75,6,2.0,37 39 53 68 75 MB:6
11/14/2014,3,49,61,62,68,15,5.0,03 49 61 62 68 MB:15
11/11/2014,23,25,28,30,75,11,5.0,23 25 28 30 75 MB:11
11/07/2014,31,35,41,65,66,5,5.0,31 35 41 65 66 MB:5
11/04/2014,9,15,24,39,41,1,4.0,09 15 24 39 41 MB:1
10/31/2014,11,29,36,58,67,15,2.0,11 29 36 58 67 MB:15
10/28/2014,3,50,57,58,60,11,5.0,03 50 57 58 60 MB:11
10/24/2014,2,14,21,28,55,3,3.0,02 14 21 28 55 MB:3
10/21/2014,5,35,37,41,66,11,5.0,05 35 37 41 66 MB:11
10/17/2014,21,31,43,56,60,12,4.0,21 31 43 56 60 MB:12
10/14/2014,11,37,46,64,68,15,3.0,11 37 46 64 68 MB:15
10/10/2014,2,32,35,50,59,3,5.0,02 32 35 50 59 MB:3
10/07/2014,16,29,46,48,55,2,3.0,16 29 46 48 55 MB:2
10/03/2014,3,20,34,58,67,6,3.0,03 20 34 58 67 MB:6
09/30/2014,3,16,52,54,61,6,5.0,03 16 52 54 61 MB:6
09/26/2014,17,26,35,46,62,9,5.0,17 26 35 46 62 MB:9
09/23/2014,21,24,25,40,43,12,5.0,21 24 25 40 43 MB:12
09/19/2014,16,25,27,29,34,2,2.0,16 25 27 29 34 MB:2
09/16/2014,25,45,51,53,73,2,2.0,25 45 51 53 73 MB:2
09/12/2014,18,28,33,36,42,7,3.0,18 28 33 36 42 MB:7
09/09/2014,25,34,55,70,71,1,4.0,25 34 55 70 71 MB:1
09/05/2014,7,12,20,24,59,7,2.0,07 12 20 24 59 MB:7
09/02/2014,1,8,54,69,72,1,3.0,01 08 54 69 72 MB:1
08/29/2014,3,26,45,58,73,12,2.0,03 26 45 58 73 MB:12
08/26/2014,29,31,51,60,64,1,5.0,29 31 51 60 64 MB:1
08/22/2014,5,31,34,41,74,3,5.0,05 31 34 41 74 MB:3
08/19/2014,22,39,56,67,71,15,4.0,22 39 56 67 71 MB:15
